0.01;0.2;0;[0.26817968487739563, 0.0, 0.8849741220474243];0.28562072
0.01;0.3;0;[0.29958823323249817, 0.0, 0.8709748983383179];0.28197137
0.01;0.4;0;[0.33582064509391785, 0.0, 0.851643443107605];0.35117295
0.01;0.5;0;[0.46411195397377014, 0.0, 0.8049592971801758];0.47010693
0.01;0.6;0;[0.3842642605304718, 0.0, 0.8342958688735962];0.47609136
0.01;0.7;0;[0.41132232546806335, 0.0, 0.8217616677284241];0.43178833
0.01;0.8;0;[0.3765033483505249, 0.0, 0.8329383730888367];0.44268483
0.01;0.9;0;[0.3534817099571228, 0.0, 0.8461025953292847];0.32974863
0.01;0.2;1;[0.298531174659729, 0.0, 0.8759437203407288];0.40394524
0.01;0.3;1;[0.28358638286590576, 0.0, 0.8816344738006592];0.3698261
0.01;0.4;1;[0.34892144799232483, 0.0, 0.8587503433227539];0.41996053
0.01;0.5;1;[0.31804215908050537, 0.0, 0.8615840077400208];0.41287926
0.01;0.6;1;[0.33701005578041077, 0.0, 0.8480675220489502];0.41546583
0.01;0.7;1;[0.37657493352890015, 0.0, 0.8404145240783691];0.43208933
0.01;0.8;1;[0.3746599555015564, 0.0, 0.8335307836532593];0.47784933
0.01;0.9;1;[0.33535143733024597, 0.0, 0.8547635078430176];0.40921822
0.01;0.2;2;[0.2911042273044586, 0.0, 0.8820133209228516];0.3875173
0.01;0.3;2;[0.3253116309642792, 0.0, 0.8747501373291016];0.3493486
0.01;0.4;2;[0.3174212574958801, 0.0, 0.8708913326263428];0.42062
0.01;0.5;2;[0.31054145097732544, 0.0, 0.8641746640205383];0.33239907
0.01;0.6;2;[0.46410873532295227, 0.0, 0.8045313358306885];0.50803554
0.01;0.7;2;[0.4261026978492737, 0.0, 0.8284974098205566];0.42204335
0.01;0.8;2;[0.31747573614120483, 0.0, 0.8560426831245422];0.428642
0.01;0.9;2;[0.3305707573890686, 0.0, 0.8554297089576721];0.41024405
0.01;0.2;3;[0.2633364200592041, 0.0, 0.8851221203804016];0.40055302
0.01;0.3;3;[0.27755722403526306, 0.0, 0.8818565607070923];0.3376262
0.01;0.4;3;[0.35408300161361694, 0.0, 0.8584542274475098];0.43207887
0.01;0.5;3;[0.35721245408058167, 0.0, 0.8493708372116089];0.4177194
0.01;0.6;3;[0.42204347252845764, 0.0, 0.8378498554229736];0.322061
0.01;0.7;3;[0.3241502344608307, 0.0, 0.8647668361663818];0.44290346
0.01;0.8;3;[0.39907562732696533, 0.0, 0.8305687308311462];0.43264
0.01;0.9;3;[0.3417606055736542, 0.0, 0.8500999212265015];0.40245768
0.01;0.2;4;[0.29852020740509033, 0.0, 0.8694300651550293];0.4188989
0.01;0.3;4;[0.28371989727020264, 0.0, 0.8814123868942261];0.4118115
0.01;0.4;4;[0.3084205090999603, 0.0, 0.8717796802520752];0.2730207
0.01;0.5;4;[0.364958256483078, 0.0, 0.8460399508476257];0.26177028
0.01;0.6;4;[0.34827476739883423, 0.0, 0.8538427352905273];0.34181574
0.01;0.7;4;[0.3638745844364166, 0.0, 0.8497409224510193];0.4012592
0.01;0.8;4;[0.3675197958946228, 0.0, 0.8513033390045166];0.29772186
0.01;0.9;4;[0.33602699637413025, 0.0, 0.8500999212265015];0.41846755
0.01;0.1;5;[0.30512627959251404, 0.0, 0.8700942397117615];0.4894757
0.01;0.2;5;[0.2745521664619446, 0.0, 0.8842338919639587];0.2669334
0.01;0.3;5;[0.342002809047699, 0.0, 0.8529868721961975];0.45777068
0.01;0.4;5;[0.379585325717926, 0.0, 0.8575658798217773];0.44448823
0.01;0.5;5;[0.3640424609184265, 0.0, 0.8438193798065186];0.3320997
0.01;0.6;5;[0.34860700368881226, 0.0, 0.8569524884223938];0.43706614
0.01;0.7;5;[0.3179972767829895, 0.0, 0.8626943230628967];0.29119223
0.01;0.8;5;[0.3394711911678314, 0.0, 0.8459715843200684];0.35977235
0.01;0.9;5;[0.34924814105033875, 0.0, 0.8414390683174133];0.41290975
0.01;0.1;6;[0.26107946038246155, 0.0, 0.8946015238761902];0.48669866
0.01;0.2;6;[0.2867732048034668, 0.0, 0.879348635673523];0.34498963
0.01;0.3;6;[0.30472174286842346, 0.0, 0.8625360727310181];0.4107814
0.01;0.4;6;[0.5012294054031372, 0.0, 0.8101865649223328];0.47403687
0.01;0.5;6;[0.3937028646469116, 0.0, 0.8393782377243042];0.4527343
0.01;0.6;6;[0.3112216293811798, 0.0, 0.8640604019165039];0.3382503
0.01;0.7;6;[0.31589898467063904, 0.0, 0.8585492372512817];0.38812074
0.01;0.8;6;[0.39300045371055603, 0.0, 0.8341231942176819];0.299193
0.01;0.9;6;[0.34982314705848694, 0.0, 0.8481012582778931];0.329159
0.01;0.1;7;[0.2460584193468094, 0.0, 0.895458459854126];0.39631268
0.01;0.2;7;[0.3914988040924072, 0.0, 0.8307920098304749];0.20582058
0.01;0.3;7;[0.27672943472862244, 0.0, 0.8865200877189636];0.39421114
0.01;0.4;7;[0.3309229612350464, 0.0, 0.864080548286438];0.43903568
0.01;0.5;7;[0.3540404140949249, 0.0, 0.8545522093772888];0.34982115
0.01;0.6;7;[0.3725419044494629, 0.0, 0.8409595489501953];0.3394505
0.01;0.7;7;[0.4275943636894226, 0.0, 0.8383419513702393];0.41008526
0.01;0.8;7;[0.3634539544582367, 0.0, 0.8276066184043884];0.28605732
0.01;0.9;7;[0.7574254870414734, 0.0, 0.7028647661209106];0.469673
0.01;0.1;8;[0.23981164395809174, 0.0, 0.8986289501190186];0.38643423
0.01;0.2;8;[0.31942588090896606, 0.0, 0.8670614361763];0.45820647
0.01;0.3;8;[0.4247867465019226, 0.0, 0.8327781558036804];0.4170377
0.01;0.4;8;[0.32478973269462585, 0.0, 0.8732603192329407];0.34017518
0.01;0.5;8;[0.3523271977901459, 0.0, 0.8619540929794312];0.40832165
0.01;0.6;8;[0.33661431074142456, 0.0, 0.856508195400238];0.35285085
0.01;0.7;8;[0.3464698791503906, 0.0, 0.8512953519821167];0.36255205
0.01;0.8;8;[0.32359302043914795, 0.0, 0.853672981262207];0.33657882
0.01;0.9;8;[0.3520788252353668, 0.0, 0.8507661819458008];0.37540123
0.01;0.1;9;[0.2893574833869934, 0.0, 0.8793487548828125];0.46830946
0.01;0.2;9;[0.2715453505516052, 0.0, 0.8829015493392944];0.36152375
0.01;0.3;9;[0.3055972158908844, 0.0, 0.8705307841300964];0.31377855
0.01;0.4;9;[0.3299427032470703, 0.0, 0.8705952167510986];0.32493362
0.01;0.5;9;[0.33152469992637634, 0.0, 0.8730570077896118];0.26501527
0.01;0.6;9;[0.3238188922405243, 0.0, 0.856063961982727];0.3552402
0.01;0.7;9;[0.38143622875213623, 0.0, 0.8430051803588867];0.36548457
0.01;0.8;9;[0.316455215215683, 0.0, 0.8607819676399231];0.38392878
0.01;0.9;9;[0.3853326439857483, 0.0, 0.840772807598114];0.4132486
0.02;0.1;0;[0.23494268953800201, 0.0, 0.9050557017326355];0.47290513
0.02;0.2;0;[0.4032806158065796, 0.0, 0.83286452293396];0.21580647
0.02;0.3;0;[0.305821031332016, 0.0, 0.8709748983383179];0.44737065
0.02;0.4;0;[0.3523143529891968, 0.0, 0.8596387505531311];0.32420406
0.02;0.5;0;[0.3261324465274811, 0.0, 0.8641746640205383];0.43026146
0.02;0.6;0;[0.30575400590896606, 0.0, 0.8693913817405701];0.4359034
0.02;0.7;0;[0.32689300179481506, 0.0, 0.8590673804283142];0.38277745
0.02;0.8;0;[0.3271191120147705, 0.0, 0.8714454770088196];0.44370383
0.02;0.9;0;[0.3834880292415619, 0.0, 0.8274483680725098];0.3900067
0.02;0.1;1;[0.25773006677627563, 0.0, 0.8860325813293457];0.4802747
0.02;0.2;1;[0.2856346666812897, 0.0, 0.8719466924667358];0.44895467
0.02;0.3;1;[0.282204806804657, 0.0, 0.8769708871841431];0.37038168
0.02;0.4;1;[0.3497772216796875, 0.0, 0.859342634677887];0.34577328
0.02;0.5;1;[0.3282577097415924, 0.0, 0.8649148941040039];0.44584754
0.02;0.6;1;[0.322770893573761, 0.0, 0.8622834086418152];0.3976837
0.02;0.7;1;[0.3273662328720093, 0.0, 0.8595854640007019];0.44270638
0.02;0.8;1;[0.380754679441452, 0.0, 0.8364928960800171];0.2445621
0.02;0.9;1;[0.3449500501155853, 0.0, 0.8421052694320679];0.4024976
0.02;0.1;2;[0.24547100067138672, 0.0, 0.8902313709259033];0.43731353
0.02;0.2;2;[0.28133612871170044, 0.0, 0.8771280646324158];0.48589066
0.02;0.3;2;[0.29431986808776855, 0.0, 0.8789695501327515];0.42569065
0.02;0.4;2;[0.31556010246276855, 0.0, 0.8691145777702332];0.28641114
0.02;0.5;2;[0.3427342474460602, 0.0, 0.8545522093772888];0.29518494
0.02;0.6;2;[0.3423910140991211, 0.0, 0.8449577689170837];0.4542761
0.02;0.7;2;[0.343084454536438, 0.0, 0.8497409224510193];0.43216875
0.02;0.8;2;[0.44062212109565735, 0.0, 0.829383909702301];0.35715845
0.02;0.9;2;[0.39901667833328247, 0.0, 0.8214523792266846];0.29947355
0.02;0.1;3;[0.25659000873565674, 0.0, 0.8933162093162537];0.4589472
0.02;0.2;3;[0.29255327582359314, 0.0, 0.8738712072372437];0.399732
0.02;0.3;3;[0.33369195461273193, 0.0, 0.8723073601722717];0.37159136
0.02;0.4;3;[0.3343183994293213, 0.0, 0.8646727800369263];0.4606602
0.02;0.5;3;[0.41416028141975403, 0.0, 0.8297557234764099];0.42875454
0.02;0.6;3;[0.3028472661972046, 0.0, 0.8636161684989929];0.41939983
0.02;0.7;3;[0.35085779428482056, 0.0, 0.8518134951591492];0.46600983
0.02;0.8;3;[0.3240417540073395, 0.0, 0.8483412265777588];0.31807923
0.02;0.9;3;[0.347272127866745, 0.0, 0.8441039323806763];0.31736675
0.02;0.1;4;[0.2597144842147827, 0.0, 0.888945996761322];0.42541623
0.02;0.2;4;[0.2667476236820221, 0.0, 0.8886750340461731];0.4375209
0.02;0.3;4;[0.29287049174308777, 0.0, 0.8838552236557007];0.4053935
0.02;0.4;4;[0.2964034080505371, 0.0, 0.8735564351081848];0.4329376
0.02;0.5;4;[0.3658088445663452, 0.0, 0.8530718088150024];0.49626926
0.02;0.6;4;[0.4077354073524475, 0.0, 0.8205242156982422];0.42247626
0.02;0.7;4;[0.33277252316474915, 0.0, 0.8544041514396667];0.32000858
0.02;0.8;4;[0.4040236175060272, 0.0, 0.8364928960800171];0.30531472
0.02;0.9;4;[0.32884517312049866, 0.0, 0.8534310460090637];0.44405222
0.02;0.1;5;[0.25392645597457886, 0.0, 0.8923736214637756];0.39780512
0.02;0.2;5;[0.2722601592540741, 0.0, 0.8817172646522522];0.4560309
0.02;0.3;5;[0.28510886430740356, 0.0, 0.8809682726860046];0.406827
0.02;0.4;5;[0.31760984659194946, 0.0, 0.8646727800369263];0.45640647
0.02;0.5;5;[0.3369786739349365, 0.0, 0.8586232662200928];0.38715097
0.02;0.6;5;[0.4951975643634796, 0.0, 0.8134162425994873];0.33604217
0.02;0.7;5;[0.536475658416748, 0.0, 0.780310869216919];0.2343832
0.02;0.8;5;[0.3422948718070984, 0.0, 0.8471564054489136];0.3734592
0.02;0.9;5;[0.4485164284706116, 0.0, 0.8047968149185181];0.3500461
0.02;0.1;6;[0.23911958932876587, 0.0, 0.9011139869689941];0.44810563
0.02;0.2;6;[0.27378615736961365, 0.0, 0.8814211487770081];0.35596275
0.02;0.3;6;[0.30955612659454346, 0.0, 0.8669775724411011];0.44005367
0.02;0.4;6;[0.32931628823280334, 0.0, 0.8759253621101379];0.51923954
0.02;0.5;6;[0.35198479890823364, 0.0, 0.8534418940544128];0.42487988
0.02;0.6;6;[0.4198894500732422, 0.0, 0.8329631090164185];0.33495986
0.02;0.7;6;[0.3285999000072479, 0.0, 0.8528497219085693];0.3939887
0.02;0.8;6;[0.3679823875427246, 0.0, 0.8424170613288879];0.40692505
0.02;0.9;6;[0.351605623960495, 0.0, 0.8560959100723267];0.38346937
0.02;0.1;7;[0.2349986732006073, 0.0, 0.8977720737457275];0.45112744
0.02;0.2;7;[0.2616997957229614, 0.0, 0.8864544630050659];0.39707953
0.02;0.3;7;[0.34773728251457214, 0.0, 0.8618698716163635];0.5053916
